name	mz	rt	intensity	exact_mass	ppm_error	rt_diff	adduct	C	H	N	O	P	S	molecular_formula	compound_name	compound_id	compound_count	compounds_hmdb_full_v4_0_20200909_v1
118_050495	118.050495	0.0	1069.649751	118.050967	-3.998273051012165		[M+Hac-H]-	2	5	1	1	0	0	C2H5NO	Acetaldehyde oxime	HMDB0003656	1.0	1
118_050495	118.050495	0.0	1069.649751	118.050967	-3.998273051012165		[M+Hac-H]-	2	5	1	1	0	0	C2H5NO	Acetamide	HMDB0031645	1.0	1
118_050495	118.050495	0.0	1069.649751	118.050967	-3.998273051012165		[M-H]-	4	9	1	3	0	0	C4H9NO3	Aminoethoxyacetic acid	HMDB0060587	1.0	1
118_050495	118.050495	0.0	1069.649751	118.050967	-3.998273051012165		[M-H]-	4	9	1	3	0	0	C4H9NO3	Hydroxyethyl glycine	HMDB0061148	1.0	1
118_050495	118.050495	0.0	1069.649751	118.050967	-3.998273051012165		[M-H]-	4	9	1	3	0	0	C4H9NO3	L-Allothreonine	HMDB0004041	1.0	1
118_050495	118.050495	0.0	1069.649751	118.050967	-3.998273051012165		[M-H]-	4	9	1	3	0	0	C4H9NO3	L-Homoserine	HMDB0000719	1.0	1
118_050495	118.050495	0.0	1069.649751	118.050967	-3.998273051012165		[M-H]-	4	9	1	3	0	0	C4H9NO3	L-Threonine	HMDB0000167	1.0	1
118_050495	118.050495	0.0	1069.649751	118.050967	-3.998273051012165		[M+Hac-H]-	2	5	1	1	0	0	C2H5NO	N-Methylformamide	HMDB0001122	1.0	1
119_0491788	119.0491788	0.0	1052.290958															
122_0236901	122.0236901	0.0	3822.719324															
122_0712779	122.0712779	0.0	1480.773599															
122_9911897	122.9911897	0.0	921.4127133															
123_0108232	123.0108232	0.0	1008.43778															
127_0501267	127.0501267	0.0	2580.386694															
128_0348006	128.0348006	0.0	1985.230373	128.03531700000002	-4.033262166323205		[M-H]-	5	7	1	3	0	0	C5H7NO3	(3R,5S)-1-pyrroline-3-hydroxy-5-carboxylic Acid	HMDB0062585	1.0	1
128_0348006	128.0348006	0.0	1985.230373	128.03531700000002	-4.033262166323205		[M-H]-	5	7	1	3	0	0	C5H7NO3	1-Pyrroline-4-hydroxy-2-carboxylate	HMDB0002234	1.0	1
128_0348006	128.0348006	0.0	1985.230373	128.03531700000002	-4.033262166323205		[M-H]-	5	7	1	3	0	0	C5H7NO3	N-Acryloylglycine	HMDB0001843	1.0	1
128_0348006	128.0348006	0.0	1985.230373	128.03531700000002	-4.033262166323205		[M-H]-	5	7	1	3	0	0	C5H7NO3	Pyroglutamic acid	HMDB0000267	1.0	1
128_0348006	128.0348006	0.0	1985.230373	128.03531700000002	-4.033262166323205		[M-H]-	5	7	1	3	0	0	C5H7NO3	Pyrroline hydroxycarboxylic acid	HMDB0001369	1.0	1
128_0348006	128.0348006	0.0	1985.230373	128.03531700000002	-4.033262166323205		[M-H]-	5	7	1	3	0	0	C5H7NO3	dimethadione	HMDB0061093	1.0	1
128_958413	128.958413	0.0	690.854168															
130_0040009	130.0040009	0.0	853.5667799															
130_0498117	130.0498117	0.0	967.7428461															
130_0868072	130.0868072	0.0	5185.358054	130.087352	-4.187955182607783		[M+Hac-H]-	4	9	1	0	0	0	C4H9N	Pyrrolidine	HMDB0031641	1.0	1
130_0868072	130.0868072	0.0	5185.358054	130.087353	-4.1956422927415415		[M-H]-	6	13	1	2	0	0	C6H13NO2	(±)-erythro-Isoleucine	HMDB0033923	2.0	1
130_0868072	130.0868072	0.0	5185.358054	130.087353	-4.1956422927415415		[M-H]-	6	13	1	2	0	0	C6H13NO2	3-Aminocaproic acid	HMDB0029168	2.0	1
130_0868072	130.0868072	0.0	5185.358054	130.087353	-4.1956422927415415		[M-H]-	6	13	1	2	0	0	C6H13NO2	6-Deoxyfagomine	HMDB0036382	2.0	1
130_0868072	130.0868072	0.0	5185.358054	130.087353	-4.1956422927415415		[M-H]-	6	13	1	2	0	0	C6H13NO2	Alanine betaine	HMDB0240479	2.0	1
130_0868072	130.0868072	0.0	5185.358054	130.087353	-4.1956422927415415		[M-H]-	6	13	1	2	0	0	C6H13NO2	Aminocaproic acid	HMDB0001901	2.0	1
130_0868072	130.0868072	0.0	5185.358054	130.087353	-4.1956422927415415		[M-H]-	6	13	1	2	0	0	C6H13NO2	Beta-Leucine	HMDB0003640	2.0	1
130_0868072	130.0868072	0.0	5185.358054	130.087353	-4.1956422927415415		[M-H]-	6	13	1	2	0	0	C6H13NO2	D-Leucine	HMDB0013773	2.0	1
130_0868072	130.0868072	0.0	5185.358054	130.087353	-4.1956422927415415		[M-H]-	6	13	1	2	0	0	C6H13NO2	L-Alloisoleucine	HMDB0000557	2.0	1
130_0868072	130.0868072	0.0	5185.358054	130.087353	-4.1956422927415415		[M-H]-	6	13	1	2	0	0	C6H13NO2	L-Isoleucine	HMDB0000172	2.0	1
130_0868072	130.0868072	0.0	5185.358054	130.087353	-4.1956422927415415		[M-H]-	6	13	1	2	0	0	C6H13NO2	L-Leucine	HMDB0000687	2.0	1
130_0868072	130.0868072	0.0	5185.358054	130.087353	-4.1956422927415415		[M-H]-	6	13	1	2	0	0	C6H13NO2	L-Norleucine	HMDB0001645	2.0	1
130_0868072	130.0868072	0.0	5185.358054	130.087353	-4.1956422927415415		[M-H]-	6	13	1	2	0	0	C6H13NO2	N-(2-Hydroxyethyl)-morpholine	HMDB0060650	2.0	1
130_0868072	130.0868072	0.0	5185.358054	130.087353	-4.1956422927415415		[M-H]-	6	13	1	2	0	0	C6H13NO2	N-methylvaline	HMDB0061716	2.0	1
131_0450664	131.0450664	0.0	1921.294633															
131_0894885	131.0894885	0.0	1569.872439	131.089996	-3.8713861889665804		[M-H]-	7	16	0	0	0	1	C7H16S	2-Heptanethiol	HMDB0032303	1.0	1
131_0894885	131.0894885	0.0	1569.872439	131.089996	-3.8713861889665804		[M-H]-	7	16	0	0	0	1	C7H16S	Heptane-1-thiol	HMDB0032304	1.0	1
132_0112783	132.0112783	0.0	1234.264637															
132_0847729	132.0847729	0.0	1782.516834															
132_9451895	132.9451895	0.0	811.3334486															
132_981378	132.981378	0.0	4047.032161															
134_0460373	134.0460373	0.0	10957.9878	134.045882	1.1585585298976666		[M-H]-	4	9	1	4	0	0	C4H9NO4	(+)-threo-2-Amino-3,4-dihydroxybutanoic acid	HMDB0029389	1.0	1
134_0460373	134.0460373	0.0	10957.9878	134.045881	1.1660186707731164		[M+Hac-H]-	2	5	1	2	0	0	C2H5NO2	Acetohydroxamic Acid	HMDB0014691	1.0	1
134_0460373	134.0460373	0.0	10957.9878	134.045881	1.1660186707731164		[M+Hac-H]-	2	5	1	2	0	0	C2H5NO2	Ethyl nitrite	HMDB0031239	1.0	1
134_0460373	134.0460373	0.0	10957.9878	134.045881	1.1660186707731164		[M+Hac-H]-	2	5	1	2	0	0	C2H5NO2	Glycine	HMDB0000123	1.0	1
134_9147671	134.9147671	0.0	1710.07878															
134_9595959	134.9595959	0.0	5809.698124															
135_0286584	135.0286584	0.0	804.9115772															
136_9311493	136.9311493	0.0	1202.440639															
144_0653453	144.0653453	0.0	643.9578849															
144_9980713	144.9980713	0.0	10122.66769															
145_0606808	145.0606808	0.0	49118.13736															
145_0970189	145.0970189	0.0	15582.3995															
145_0976358	145.0976358	0.0	2098.280105	145.098251	-4.2398857033679525		[M+Hac-H]-	4	10	2	0	0	0	C4H10N2	Piperazine	HMDB0014730	1.0	1
145_0976358	145.0976358	0.0	2098.280105	145.098252	-4.246777555914801		[M-H]-	6	14	2	2	0	0	C6H14N2O2	(3S)-3,6-Diaminohexanoate	HMDB0012114	1.0	1
145_0976358	145.0976358	0.0	2098.280105	145.098252	-4.246777555914801		[M-H]-	6	14	2	2	0	0	C6H14N2O2	(3S,5S)-3,5-Diaminohexanoate	HMDB0012115	1.0	1
145_0976358	145.0976358	0.0	2098.280105	145.098252	-4.246777555914801		[M-H]-	6	14	2	2	0	0	C6H14N2O2	2,6-diaminohexanoic acid	HMDB0142894	1.0	1
145_0976358	145.0976358	0.0	2098.280105	145.098252	-4.246777555914801		[M-H]-	6	14	2	2	0	0	C6H14N2O2	D-Lysine	HMDB0003405	1.0	1
145_0976358	145.0976358	0.0	2098.280105	145.098252	-4.246777555914801		[M-H]-	6	14	2	2	0	0	C6H14N2O2	L-Lysine	HMDB0000182	1.0	1
145_9977069	145.9977069	0.0	963.6376957															
146_0638797	146.0638797	0.0	1111.233552															
146_9962676	146.9962676	0.0	2970.314566	146.996618	-2.383728311368921		[M+K-2H]-	5	6	2	1	0	0	C5H6N2O	3-Hydroxy-4-aminopyridine	HMDB0060741	1.0	1
146_9962676	146.9962676	0.0	2970.314566	146.996618	-2.383728311368921		[M+K-2H]-	5	6	2	1	0	0	C5H6N2O	Imidazole-4-acetaldehyde	HMDB0003905	1.0	1
146_9962676	146.9962676	0.0	2970.314566	146.996618	-2.383728311368921		[M+K-2H]-	5	6	2	1	0	0	C5H6N2O	Methoxypyrazine	HMDB0033156	1.0	1
146_9962676	146.9962676	0.0	2970.314566	146.996678	-2.79189982778186		[M+Cl]-	4	4	2	2	0	0	C4H4N2O2	4-Carboxypyrazole	HMDB0060760	1.0	1
146_9962676	146.9962676	0.0	2970.314566	146.996678	-2.79189982778186		[M+Cl]-	4	4	2	2	0	0	C4H4N2O2	Uracil	HMDB0000300	1.0	1
147_0437732	147.0437732	0.0	1068.102757															
147_0478974	147.0478974	0.0	1704.189482	147.048524	-4.2611784391354846		[M+Hac-H]-	4	8	0	0	0	1	C4H8S	(1E)-1-(methylthio)prop-1-ene	HMDB0059843	1.0	1
147_0478974	147.0478974	0.0	1704.189482	147.048524	-4.2611784391354846		[M+Hac-H]-	4	8	0	0	0	1	C4H8S	(Z)-1-(Methylthio)-1-propene	HMDB0061876	1.0	1
147_0478974	147.0478974	0.0	1704.189482	147.048524	-4.2611784391354846		[M+Hac-H]-	4	8	0	0	0	1	C4H8S	3-(Methylthio)-1-propene	HMDB0031653	1.0	1
147_0478974	147.0478974	0.0	1704.189482	147.048524	-4.2611784391354846		[M+Hac-H]-	4	8	0	0	0	1	C4H8S	cis-2,3-Dimethylthiirane	HMDB0039807	1.0	1
147_0478974	147.0478974	0.0	1704.189482	147.048525	-4.267978886570903		[M-H]-	6	12	0	2	0	1	C6H12O2S	2,4,6-Trimethyl-1,3,5-dioxathiane	HMDB0039653	1.0	1
147_0478974	147.0478974	0.0	1704.189482	147.048525	-4.267978886570903		[M-H]-	6	12	0	2	0	1	C6H12O2S	3-(Methylthio)propyl acetate	HMDB0031717	1.0	1
147_0478974	147.0478974	0.0	1704.189482	147.048525	-4.267978886570903		[M-H]-	6	12	0	2	0	1	C6H12O2S	3-Mercapto-3-methylbutyl formate	HMDB0036193	1.0	1
147_0478974	147.0478974	0.0	1704.189482	147.048525	-4.267978886570903		[M-H]-	6	12	0	2	0	1	C6H12O2S	Ethyl 3-(methylthio)propanoate	HMDB0040413	1.0	1
147_0478974	147.0478974	0.0	1704.189482	147.048525	-4.267978886570903		[M-H]-	6	12	0	2	0	1	C6H12O2S	Ethyl 3-mercaptobutyrate	HMDB0032271	1.0	1
147_0478974	147.0478974	0.0	1704.189482	147.048525	-4.267978886570903		[M-H]-	6	12	0	2	0	1	C6H12O2S	Methyl 2-(methylthio)butyrate	HMDB0041306	1.0	1
147_0478974	147.0478974	0.0	1704.189482	147.048525	-4.267978886570903		[M-H]-	6	12	0	2	0	1	C6H12O2S	Methyl 3-(methylthio)butanoate	HMDB0032410	1.0	1
147_0478974	147.0478974	0.0	1704.189482	147.048525	-4.267978886570903		[M-H]-	6	12	0	2	0	1	C6H12O2S	Methyl 4-(methylthio)butyrate	HMDB0037619	1.0	1
147_0478974	147.0478974	0.0	1704.189482	147.048525	-4.267978886570903		[M-H]-	6	12	0	2	0	1	C6H12O2S	Methylthiomethyl butyrate	HMDB0038299	1.0	1
147_0478974	147.0478974	0.0	1704.189482	147.048525	-4.267978886570903		[M-H]-	6	12	0	2	0	1	C6H12O2S	Propyl 2-mercaptopropionate	HMDB0032495	1.0	1
148_0424661	148.0424661	0.0	4464.139834															
148_0432248	148.0432248	0.0	1245.020913	148.043774	-3.709713587976486		[M-H]-	5	11	1	2	0	1	C5H11NO2S	L-Methionine	HMDB0000696	1.0	1
148_0432248	148.0432248	0.0	1245.020913	148.043774	-3.709713587976486		[M-H]-	5	11	1	2	0	1	C5H11NO2S	Penicillamine	HMDB0014997	1.0	1
148_0432248	148.0432248	0.0	1245.020913	148.043774	-3.709713587976486		[M-H]-	5	11	1	2	0	1	C5H11NO2S	Racemethionine	HMDB0033951	1.0	1
148_9786927	148.9786927	0.0	888.58503															
150_9466688	150.9466688	0.0	4255.747179															
150_9475443	150.9475443	0.0	1233.437373															
152_0018275	152.0018275	0.0	813.6554335	152.002303	-3.128242076842819		[M-H]-	3	7	1	4	0	1	C3H7NO4S	3-Sulfinoalanine	HMDB0000996	1.0	1
152_9436229	152.9436229	0.0	1295.184523															
152_9944598	152.9944598	0.0	1090.195092															
154_0610817	154.0610817	0.0	247292.0853															
155_0577315	155.0577315	0.0	756.6264151															
155_0641498	155.0641498	0.0	4006.560931															
155_0650606	155.0650606	0.0	1283.497953															
156_0418612	156.0418612	0.0	2146.694547															
156_0764963	156.0764963	0.0	5512.665712															
156_0773533	156.0773533	0.0	1766.344938															
156_9635479	156.9635479	0.0	1590.912072															
157_0351737	157.0351737	0.0	1837.990906															
157_9837807	157.9837807	0.0	871.6987909															
157_9927395	157.9927395	0.0	1320.730385															
158_9770758	158.9770758	0.0	1809.590031															
158_9884475	158.9884475	0.0	1078.588327	158.988756	-1.9403887906922084		[M+K-2H]-	4	10	0	2	0	1	C4H10O2S	Thiodiglycol	HMDB0042033	1.0	1
159_0760182	159.0760182	0.0	924.5315955															
160_0142757	160.0142757	0.0	3474.483509															
160_0151752	160.0151752	0.0	1644.280256															
160_0600362	160.0600362	0.0	1257.969071															
160_0609919	160.0609919	0.0	719.6339379	160.061531	-3.36807974176794		[M+Hac-H]-	4	7	1	2	0	0	C4H7NO2	(S)-2-Azetidinecarboxylic acid	HMDB0029615	1.0	1
160_0609919	160.0609919	0.0	719.6339379	160.061531	-3.36807974176794		[M+Hac-H]-	4	7	1	2	0	0	C4H7NO2	1-Aminocyclopropanecarboxylic acid	HMDB0036458	1.0	1
160_0609919	160.0609919	0.0	719.6339379	160.061531	-3.36807974176794		[M+Hac-H]-	4	7	1	2	0	0	C4H7NO2	L-3-Aminodihydro-2(3H)-furanone	HMDB0029387	1.0	1
160_0609919	160.0609919	0.0	719.6339379	160.061532	-3.374327318040017		[M-H]-	6	11	1	4	0	0	C6H11NO4	(±)-2,2'-Iminobispropanoic acid	HMDB0033747	1.0	1
160_0609919	160.0609919	0.0	719.6339379	160.061532	-3.374327318040017		[M-H]-	6	11	1	4	0	0	C6H11NO4	Acetylhomoserine	HMDB0029423	1.0	1
160_0609919	160.0609919	0.0	719.6339379	160.061532	-3.374327318040017		[M-H]-	6	11	1	4	0	0	C6H11NO4	Aminoadipic acid	HMDB0000510	1.0	1
160_0609919	160.0609919	0.0	719.6339379	160.061532	-3.374327318040017		[M-H]-	6	11	1	4	0	0	C6H11NO4	Glutamic acid gamma-methyl ester	HMDB0061715	1.0	1
160_0609919	160.0609919	0.0	719.6339379	160.061532	-3.374327318040017		[M-H]-	6	11	1	4	0	0	C6H11NO4	N-Acetylthreonine	HMDB0062557	1.0	1
160_0609919	160.0609919	0.0	719.6339379	160.061532	-3.374327318040017		[M-H]-	6	11	1	4	0	0	C6H11NO4	N-methyl-L-glutamic Acid	HMDB0062660	1.0	1
160_0609919	160.0609919	0.0	719.6339379	160.061532	-3.374327318040017		[M-H]-	6	11	1	4	0	0	C6H11NO4	hydroxybutyrylglycine	HMDB0094716	1.0	1
161_009125	161.009125	0.0	2205.398057	161.009162	-0.22980058732216188		[M-H]-	5	6	0	6	0	0	C5H6O6	4-Hydroxy-2-oxoglutaric acid	HMDB0002070	1.0	1
161_009125	161.009125	0.0	2205.398057	161.009162	-0.22980058732216188		[M-H]-	5	6	0	6	0	0	C5H6O6	D-4-Hydroxy-2-oxoglutarate	HMDB0060466	1.0	1
161_0110051	161.0110051	0.0	3121.082546															
161_0118939	161.0118939	0.0	2490.601684	161.012268	-2.32342544243984		[M+K-2H]-	6	8	2	1	0	0	C6H8N2O	2-Methoxy-3-methylpyrazine	HMDB0031852	1.0	1
161_0118939	161.0118939	0.0	2490.601684	161.012268	-2.32342544243984		[M+K-2H]-	6	8	2	1	0	0	C6H8N2O	2-Methoxy-5-methylpyrazine	HMDB0040141	1.0	1
161_0118939	161.0118939	0.0	2490.601684	161.012268	-2.32342544243984		[M+K-2H]-	6	8	2	1	0	0	C6H8N2O	2-Methoxy-6-methylpyrazine	HMDB0040143	1.0	1
161_0118939	161.0118939	0.0	2490.601684	161.012268	-2.32342544243984		[M+K-2H]-	6	8	2	1	0	0	C6H8N2O	Methylimidazole acetaldehyde	HMDB0004181	1.0	1
161_0118939	161.0118939	0.0	2490.601684	161.012328	-2.696066850277236		[M+Cl]-	5	6	2	2	0	0	C5H6N2O2	1H-Imidazole-1-acetic acid	HMDB0029736	1.0	1
161_0118939	161.0118939	0.0	2490.601684	161.012328	-2.696066850277236		[M+Cl]-	5	6	2	2	0	0	C5H6N2O2	Imidazoleacetic acid	HMDB0002024	1.0	1
161_0118939	161.0118939	0.0	2490.601684	161.012328	-2.696066850277236		[M+Cl]-	5	6	2	2	0	0	C5H6N2O2	Thymine	HMDB0000262	1.0	1
161_9923944	161.9923944	0.0	813.8092057															
162_963925	162.963925	0.0	4417.570416															
162_964806	162.964806	0.0	2157.930962															
163_0973508	163.0973508	0.0	647.3178498	163.09758300000001	-1.4236875602727985		[M-H]-	7	16	0	4	0	0	C7H16O4	Triethylene Glycol Monomethyl Ether	HMDB0062666	1.0	1
164_9257622	164.9257622	0.0	1450.904117															
164_9334015	164.9334015	0.0	1388.036363															
164_9619981	164.9619981	0.0	1435.66582															
165_0735013	165.0735013	0.0	1332.905321															
166_050401	166.050401	0.0	852.405442	166.05005	2.1138205016793625		[M+K-2H]-	4	11	5	0	0	0	C4H11N5	1,1-Dimethylbiguanide	HMDB0001921	1.0	1
166_050401	166.050401	0.0	852.405442	166.050967	-3.4085920139236197		[M-H]-	8	9	1	3	0	0	C8H9NO3	2-Hydroxy-N-(2-hydroxyphenyl)acetamide	HMDB0240370	1.0	1
166_050401	166.050401	0.0	852.405442	166.050967	-3.4085920139236197		[M-H]-	8	9	1	3	0	0	C8H9NO3	3-Methoxyanthranilate	HMDB0060374	1.0	1
166_050401	166.050401	0.0	852.405442	166.050967	-3.4085920139236197		[M-H]-	8	9	1	3	0	0	C8H9NO3	3alpha,4,5,7alpha-Tetrahydro-5-hydroxy-1H-isoindole-1,3(2H)-dione	HMDB0034887	1.0	1
166_050401	166.050401	0.0	852.405442	166.050967	-3.4085920139236197		[M-H]-	8	9	1	3	0	0	C8H9NO3	3alpha,4,7,7alpha-Tetrahydro-4-hydroxy-1H-isoindole-1,3(2H)-dione	HMDB0034889	1.0	1
166_050401	166.050401	0.0	852.405442	166.050967	-3.4085920139236197		[M-H]-	8	9	1	3	0	0	C8H9NO3	Isopyridoxal	HMDB0004290	1.0	1
166_050401	166.050401	0.0	852.405442	166.050967	-3.4085920139236197		[M-H]-	8	9	1	3	0	0	C8H9NO3	Pyridoxal	HMDB0001545	1.0	1
166_060615	166.060615	0.0	1056.106035	166.059795	4.937980322115198		[M+Na-2H]-	5	11	3	2	0	0	C5H11N3O2	4-Guanidinobutanoic acid	HMDB0003464	1.0	1
166_9808823	166.9808823	0.0	6360.059453															
167_0194777	167.0194777	0.0	1002.490116															
167_0422123	167.0422123	0.0	998.3724057															
168_0263798	168.0263798	0.0	10971.17807															
168_0272015	168.0272015	0.0	4476.57755	168.027826	-3.7166463131821086		[M+Na-2H]-	5	9	1	4	0	0	C5H9NO4	3-(Carboxymethylamino)propanoic acid	HMDB0033550	1.0	1
168_0272015	168.0272015	0.0	4476.57755	168.027826	-3.7166463131821086		[M+Na-2H]-	5	9	1	4	0	0	C5H9NO4	D-Glutamic acid	HMDB0003339	1.0	1
168_0272015	168.0272015	0.0	4476.57755	168.027826	-3.7166463131821086		[M+Na-2H]-	5	9	1	4	0	0	C5H9NO4	DL-Glutamate	HMDB0060475	1.0	1
168_0272015	168.0272015	0.0	4476.57755	168.027826	-3.7166463131821086		[M+Na-2H]-	5	9	1	4	0	0	C5H9NO4	L-4-Hydroxyglutamate semialdehyde	HMDB0006556	1.0	1
168_0272015	168.0272015	0.0	4476.57755	168.027826	-3.7166463131821086		[M+Na-2H]-	5	9	1	4	0	0	C5H9NO4	L-Glutamic acid	HMDB0000148	1.0	1
168_0272015	168.0272015	0.0	4476.57755	168.027826	-3.7166463131821086		[M+Na-2H]-	5	9	1	4	0	0	C5H9NO4	N-Acetylserine	HMDB0002931	1.0	1
168_0272015	168.0272015	0.0	4476.57755	168.027826	-3.7166463131821086		[M+Na-2H]-	5	9	1	4	0	0	C5H9NO4	N-Methyl-D-aspartic acid	HMDB0002393	1.0	1
168_0272015	168.0272015	0.0	4476.57755	168.027826	-3.7166463131821086		[M+Na-2H]-	5	9	1	4	0	0	C5H9NO4	N-lactoyl-Glycine	HMDB0062183	1.0	1
168_0272015	168.0272015	0.0	4476.57755	168.027826	-3.7166463131821086		[M+Na-2H]-	5	9	1	4	0	0	C5H9NO4	O-Acetylserine	HMDB0003011	1.0	1
168_0415355	168.0415355	0.0	2178.288979															
168_0425229	168.0425229	0.0	1211.180251	168.043082	-3.327122981497146		[M+Na-2H]-	9	9	1	1	0	0	C9H9NO	1-(2-Furanylmethyl)-1H-pyrrole	HMDB0030204	1.0	1
168_0425229	168.0425229	0.0	1211.180251	168.043082	-3.327122981497146		[M+Na-2H]-	9	9	1	1	0	0	C9H9NO	3-(2-Furanylmethyl)-1H-pyrrole	HMDB0040011	1.0	1
168_0425229	168.0425229	0.0	1211.180251	168.043082	-3.327122981497146		[M+Na-2H]-	9	9	1	1	0	0	C9H9NO	4-(2-Furanylmethylene)-3,4-dihydro-2H-pyrrole	HMDB0040009	1.0	1
168_0425229	168.0425229	0.0	1211.180251	168.043082	-3.327122981497146		[M+Na-2H]-	9	9	1	1	0	0	C9H9NO	Indole-3-carbinol	HMDB0005785	1.0	1
168_0425229	168.0425229	0.0	1211.180251	168.04311900000002	-3.5473038323222275		[M-H]-	4	12	1	4	1	0	C4H12NO4P	Phosphodimethylethanolamine	HMDB0060244	2.0	1
168_0425229	168.0425229	0.0	1211.180251	168.04323399999998	-4.231649100430479		[M+K-2H]-	6	13	1	2	0	0	C6H13NO2	(±)-erythro-Isoleucine	HMDB0033923	2.0	1
168_0425229	168.0425229	0.0	1211.180251	168.04323399999998	-4.231649100430479		[M+K-2H]-	6	13	1	2	0	0	C6H13NO2	3-Aminocaproic acid	HMDB0029168	2.0	1
168_0425229	168.0425229	0.0	1211.180251	168.04323399999998	-4.231649100430479		[M+K-2H]-	6	13	1	2	0	0	C6H13NO2	6-Deoxyfagomine	HMDB0036382	2.0	1
168_0425229	168.0425229	0.0	1211.180251	168.04323399999998	-4.231649100430479		[M+K-2H]-	6	13	1	2	0	0	C6H13NO2	Alanine betaine	HMDB0240479	2.0	1
168_0425229	168.0425229	0.0	1211.180251	168.04323399999998	-4.231649100430479		[M+K-2H]-	6	13	1	2	0	0	C6H13NO2	Aminocaproic acid	HMDB0001901	2.0	1
168_0425229	168.0425229	0.0	1211.180251	168.04323399999998	-4.231649100430479		[M+K-2H]-	6	13	1	2	0	0	C6H13NO2	Beta-Leucine	HMDB0003640	2.0	1
168_0425229	168.0425229	0.0	1211.180251	168.04323399999998	-4.231649100430479		[M+K-2H]-	6	13	1	2	0	0	C6H13NO2	D-Leucine	HMDB0013773	2.0	1
168_0425229	168.0425229	0.0	1211.180251	168.04323399999998	-4.231649100430479		[M+K-2H]-	6	13	1	2	0	0	C6H13NO2	L-Alloisoleucine	HMDB0000557	2.0	1
