name	mz	rt	intensity	exact_mass	ppm_error	rt_diff	adduct	C	H	N	O	P	S	molecular_formula	compound_name	compound_id	compound_count	compounds_kegg_full_20210111_v1
116_0712257	116.0712257	0.0	1776.429184	116.071703	-4.11211335462196		[M-H]-	5	11	1	2	0	0	C5H11NO2	D-Valine	C06417	1.0	1
116_0712257	116.0712257	0.0	1776.429184	116.071703	-4.11211335462196		[M-H]-	5	11	1	2	0	0	C5H11NO2	L-Norvaline	C01826	1.0	1
116_0712257	116.0712257	0.0	1776.429184	116.071703	-4.11211335462196		[M-H]-	5	11	1	2	0	0	C5H11NO2	L-Valine	C00183	1.0	1
116_0712257	116.0712257	0.0	1776.429184	116.071703	-4.11211335462196		[M-H]-	5	11	1	2	0	0	C5H11NO2	Valine	C16436	1.0	1
117_0033442	117.0033442	0.0	1950.461958															
117_9747926	117.9747926	0.0	976.0129486															
118_050495	118.050495	0.0	1069.649751	118.050967	-3.998273051012165		[M-H]-	4	9	1	3	0	0	C4H9NO3	(-)-erythro-(2R,3R)-Dihydroxybutylamide	C11108	1.0	1
118_050495	118.050495	0.0	1069.649751	118.050967	-3.998273051012165		[M-H]-	4	9	1	3	0	0	C4H9NO3	2-Methylserine	C02115	1.0	1
118_050495	118.050495	0.0	1069.649751	118.050967	-3.998273051012165		[M-H]-	4	9	1	3	0	0	C4H9NO3	4-Amino-3-hydroxybutanoate	C03678	1.0	1
118_050495	118.050495	0.0	1069.649751	118.050967	-3.998273051012165		[M+Hac-H]-	2	5	1	1	0	0	C2H5NO	Acetamide	C06244	1.0	1
118_050495	118.050495	0.0	1069.649751	118.050967	-3.998273051012165		[M+Hac-H]-	2	5	1	1	0	0	C2H5NO	Aminoacetaldehyde	C06735	1.0	1
118_050495	118.050495	0.0	1069.649751	118.050967	-3.998273051012165		[M-H]-	4	9	1	3	0	0	C4H9NO3	D-Allothreonine	C12317	1.0	1
118_050495	118.050495	0.0	1069.649751	118.050967	-3.998273051012165		[M-H]-	4	9	1	3	0	0	C4H9NO3	D-Threonine	C00820	1.0	1
118_050495	118.050495	0.0	1069.649751	118.050967	-3.998273051012165		[M-H]-	4	9	1	3	0	0	C4H9NO3	L-Allothreonine	C05519	1.0	1
118_050495	118.050495	0.0	1069.649751	118.050967	-3.998273051012165		[M-H]-	4	9	1	3	0	0	C4H9NO3	L-Homoserine	C00263	1.0	1
118_050495	118.050495	0.0	1069.649751	118.050967	-3.998273051012165		[M-H]-	4	9	1	3	0	0	C4H9NO3	L-Threonine	C00188	1.0	1
118_050495	118.050495	0.0	1069.649751	118.050967	-3.998273051012165		[M+Hac-H]-	2	5	1	1	0	0	C2H5NO	NMF	C11489	1.0	1
119_0491788	119.0491788	0.0	1052.290958															
122_0236901	122.0236901	0.0	3822.719324															
122_0712779	122.0712779	0.0	1480.773599															
122_9911897	122.9911897	0.0	921.4127133															
123_0108232	123.0108232	0.0	1008.43778															
127_0501267	127.0501267	0.0	2580.386694															
128_0348006	128.0348006	0.0	1985.230373	128.03531700000002	-4.033262166323205		[M-H]-	5	7	1	3	0	0	C5H7NO3	1-Pyrroline-4-hydroxy-2-carboxylate	C04282	1.0	1
128_0348006	128.0348006	0.0	1985.230373	128.03531700000002	-4.033262166323205		[M-H]-	5	7	1	3	0	0	C5H7NO3	4-Oxoproline	C01877	1.0	1
128_0348006	128.0348006	0.0	1985.230373	128.03531700000002	-4.033262166323205		[M-H]-	5	7	1	3	0	0	C5H7NO3	5-Oxo-D-proline	C02237	1.0	1
128_0348006	128.0348006	0.0	1985.230373	128.03531700000002	-4.033262166323205		[M-H]-	5	7	1	3	0	0	C5H7NO3	5-Oxoproline	C01879	1.0	1
128_0348006	128.0348006	0.0	1985.230373	128.03531700000002	-4.033262166323205		[M-H]-	5	7	1	3	0	0	C5H7NO3	L-1-Pyrroline-3-hydroxy-5-carboxylate	C04281	1.0	1
128_0348006	128.0348006	0.0	1985.230373	128.03531700000002	-4.033262166323205		[M-H]-	5	7	1	3	0	0	C5H7NO3	L-beta-Ethynylserine	C22141	1.0	1
128_958413	128.958413	0.0	690.854168															
130_0040009	130.0040009	0.0	853.5667799	130.003622	2.914534181108971		[M+Na-2H]-	6	5	0	2	0	0	C6H5O2	o-Benzosemiquinone	C05060	2.0	1
130_0040009	130.0040009	0.0	853.5667799	130.003622	2.914534181108971		[M+Na-2H]-	6	5	0	2	0	0	C6H5O2	p-Benzosemiquinone	C02389	2.0	1
130_0498117	130.0498117	0.0	967.7428461															
130_0868072	130.0868072	0.0	5185.358054	130.087352	-4.187955182607783		[M+Hac-H]-	4	9	1	0	0	0	C4H9N	3-Buten-1-amine	C12244	1.0	1
130_0868072	130.0868072	0.0	5185.358054	130.087353	-4.1956422927415415		[M-H]-	6	13	1	2	0	0	C6H13NO2	(3R)-beta-Leucine	C02486	2.0	1
130_0868072	130.0868072	0.0	5185.358054	130.087353	-4.1956422927415415		[M-H]-	6	13	1	2	0	0	C6H13NO2	6-Aminohexanoate	C02378	2.0	1
130_0868072	130.0868072	0.0	5185.358054	130.087353	-4.1956422927415415		[M-H]-	6	13	1	2	0	0	C6H13NO2	D-Isoleucine	C06418	2.0	1
130_0868072	130.0868072	0.0	5185.358054	130.087353	-4.1956422927415415		[M-H]-	6	13	1	2	0	0	C6H13NO2	D-Leucine	C01570	2.0	1
130_0868072	130.0868072	0.0	5185.358054	130.087353	-4.1956422927415415		[M-H]-	6	13	1	2	0	0	C6H13NO2	D-allo-Isoleucine	C21092	2.0	1
130_0868072	130.0868072	0.0	5185.358054	130.087353	-4.1956422927415415		[M-H]-	6	13	1	2	0	0	C6H13NO2	Isoleucine	C16434	2.0	1
130_0868072	130.0868072	0.0	5185.358054	130.087353	-4.1956422927415415		[M-H]-	6	13	1	2	0	0	C6H13NO2	L-Isoleucine	C00407	2.0	1
130_0868072	130.0868072	0.0	5185.358054	130.087353	-4.1956422927415415		[M-H]-	6	13	1	2	0	0	C6H13NO2	L-Leucine	C00123	2.0	1
130_0868072	130.0868072	0.0	5185.358054	130.087353	-4.1956422927415415		[M-H]-	6	13	1	2	0	0	C6H13NO2	L-Norleucine	C01933	2.0	1
130_0868072	130.0868072	0.0	5185.358054	130.087353	-4.1956422927415415		[M-H]-	6	13	1	2	0	0	C6H13NO2	L-allo-Isoleucine	C21096	2.0	1
130_0868072	130.0868072	0.0	5185.358054	130.087353	-4.1956422927415415		[M-H]-	6	13	1	2	0	0	C6H13NO2	Leucine	C16439	2.0	1
130_0868072	130.0868072	0.0	5185.358054	130.087353	-4.1956422927415415		[M-H]-	6	13	1	2	0	0	C6H13NO2	N,N-Diethylglycine	C16647	2.0	1
130_0868072	130.0868072	0.0	5185.358054	130.087353	-4.1956422927415415		[M-H]-	6	13	1	2	0	0	C6H13NO2	beta-Alaninebetaine	C08263	2.0	1
131_0450664	131.0450664	0.0	1921.294633															
131_0894885	131.0894885	0.0	1569.872439															
132_0112783	132.0112783	0.0	1234.264637															
132_0847729	132.0847729	0.0	1782.516834															
132_9451895	132.9451895	0.0	811.3334486															
132_981378	132.981378	0.0	4047.032161															
134_0460373	134.0460373	0.0	10957.9878	134.045882	1.1585585298976666		[M-H]-	4	9	1	4	0	0	C4H9NO4	2-Hydroxymethylserine	C03059	1.0	1
134_0460373	134.0460373	0.0	10957.9878	134.045882	1.1585585298976666		[M-H]-	4	9	1	4	0	0	C4H9NO4	4-Hydroxy-L-threonine	C06056	1.0	1
134_0460373	134.0460373	0.0	10957.9878	134.045881	1.1660186707731164		[M+Hac-H]-	2	5	1	2	0	0	C2H5NO2	Acetohydroxamic acid	C06808	1.0	1
134_0460373	134.0460373	0.0	10957.9878	134.045881	1.1660186707731164		[M+Hac-H]-	2	5	1	2	0	0	C2H5NO2	Glycine	C00037	1.0	1
134_0460373	134.0460373	0.0	10957.9878	134.045881	1.1660186707731164		[M+Hac-H]-	2	5	1	2	0	0	C2H5NO2	Methyl carbamate	C19445	1.0	1
134_0460373	134.0460373	0.0	10957.9878	134.045881	1.1660186707731164		[M+Hac-H]-	2	5	1	2	0	0	C2H5NO2	Nitroethane	C01837	1.0	1
134_9147671	134.9147671	0.0	1710.07878															
134_9595959	134.9595959	0.0	5809.698124															
135_0286584	135.0286584	0.0	804.9115772															
136_9311493	136.9311493	0.0	1202.440639															
144_0653453	144.0653453	0.0	643.9578849															
144_9980713	144.9980713	0.0	10122.66769															
145_0606808	145.0606808	0.0	49118.13736															
145_0970189	145.0970189	0.0	15582.3995															
145_0976358	145.0976358	0.0	2098.280105	145.098251	-4.2398857033679525		[M+Hac-H]-	4	10	2	0	0	0	C4H10N2	Piperazine	C07973	1.0	1
145_0976358	145.0976358	0.0	2098.280105	145.098252	-4.246777555914801		[M-H]-	6	14	2	2	0	0	C6H14N2O2	(2R,3R)-3-Methylornithine	C20277	1.0	1
145_0976358	145.0976358	0.0	2098.280105	145.098252	-4.246777555914801		[M-H]-	6	14	2	2	0	0	C6H14N2O2	(2R,5S)-2,5-Diaminohexanoate	C05161	1.0	1
145_0976358	145.0976358	0.0	2098.280105	145.098252	-4.246777555914801		[M-H]-	6	14	2	2	0	0	C6H14N2O2	(3S)-3,6-Diaminohexanoate	C01142	1.0	1
145_0976358	145.0976358	0.0	2098.280105	145.098252	-4.246777555914801		[M-H]-	6	14	2	2	0	0	C6H14N2O2	(3S,5S)-3,5-Diaminohexanoate	C01186	1.0	1
145_0976358	145.0976358	0.0	2098.280105	145.098252	-4.246777555914801		[M-H]-	6	14	2	2	0	0	C6H14N2O2	D-Lysine	C00739	1.0	1
145_0976358	145.0976358	0.0	2098.280105	145.098252	-4.246777555914801		[M-H]-	6	14	2	2	0	0	C6H14N2O2	L-Lysine	C00047	1.0	1
145_0976358	145.0976358	0.0	2098.280105	145.098252	-4.246777555914801		[M-H]-	6	14	2	2	0	0	C6H14N2O2	Lysine	C16440	1.0	1
145_9977069	145.9977069	0.0	963.6376957															
146_0638797	146.0638797	0.0	1111.233552	146.06450900000002	-4.308370351720106		[M-H]-	6	13	1	1	0	1	C6H13NOS	5-Methylthiopentanaldoxime	C17245	1.0	1
146_9962676	146.9962676	0.0	2970.314566	146.996618	-2.383728311368921		[M+K-2H]-	5	6	2	1	0	0	C5H6N2O	Imidazole-4-acetaldehyde	C05130	1.0	1
146_9962676	146.9962676	0.0	2970.314566	146.996618	-2.383728311368921		[M+K-2H]-	5	6	2	1	0	0	C5H6N2O	N-Acetylimidazole	C02560	1.0	1
146_9962676	146.9962676	0.0	2970.314566	146.996678	-2.79189982778186		[M+Cl]-	4	4	2	2	0	0	C4H4N2O2	Maleic hydrazide	C18474	1.0	1
146_9962676	146.9962676	0.0	2970.314566	146.996678	-2.79189982778186		[M+Cl]-	4	4	2	2	0	0	C4H4N2O2	Uracil	C00106	1.0	1
147_0437732	147.0437732	0.0	1068.102757															
147_0478974	147.0478974	0.0	1704.189482															
148_0424661	148.0424661	0.0	4464.139834															
148_0432248	148.0432248	0.0	1245.020913	148.043774	-3.709713587976486		[M-H]-	5	11	1	2	0	1	C5H11NO2S	D-Methionine	C00855	1.0	1
148_0432248	148.0432248	0.0	1245.020913	148.043774	-3.709713587976486		[M-H]-	5	11	1	2	0	1	C5H11NO2S	L-Methionine	C00073	1.0	1
148_0432248	148.0432248	0.0	1245.020913	148.043774	-3.709713587976486		[M-H]-	5	11	1	2	0	1	C5H11NO2S	Methionine	C01733	1.0	1
148_0432248	148.0432248	0.0	1245.020913	148.043774	-3.709713587976486		[M-H]-	5	11	1	2	0	1	C5H11NO2S	Penicillamine	C07418	1.0	1
148_9786927	148.9786927	0.0	888.58503	148.979102	-2.7473651975776243		[M+Na-2H]-	4	4	2	1	0	1	C4H4N2OS	Thiouracil	C19304	1.0	1
148_9786927	148.9786927	0.0	888.58503	148.979314	-4.170377640331391		[M+Cl]-	0	6	2	3	0	1	H6N2O3S	Ammonium sulfamate	C18773	1.0	1
150_9466688	150.9466688	0.0	4255.747179															
150_9475443	150.9475443	0.0	1233.437373															
152_0018275	152.0018275	0.0	813.6554335	152.002303	-3.128242076842819		[M-H]-	3	7	1	4	0	1	C3H7NO4S	3-Sulfino-L-alanine	C00606	1.0	1
152_9436229	152.9436229	0.0	1295.184523															
152_9944598	152.9944598	0.0	1090.195092															
154_0610817	154.0610817	0.0	247292.0853															
155_0577315	155.0577315	0.0	756.6264151	155.05745000000002	1.8154561420389785		[M-H]-	5	8	4	2	0	0	C5H8N4O2	1,2,4-Triazole-3-alanine	C11345	1.0	1
155_0577315	155.0577315	0.0	756.6264151	155.05745000000002	1.8154561420389785		[M-H]-	5	8	4	2	0	0	C5H8N4O2	N-Ethylammelide	C06558	1.0	1
155_0641498	155.0641498	0.0	4006.560931															
155_0650606	155.0650606	0.0	1283.497953															
156_0418612	156.0418612	0.0	2146.694547															
156_0764963	156.0764963	0.0	5512.665712															
156_0773533	156.0773533	0.0	1766.344938	156.07785	-3.1823862259350784		[M+Hac-H]-	4	7	3	0	0	0	C4H7N3	Deoxycytosine	C02026	1.0	1
156_9635479	156.9635479	0.0	1590.912072															
157_0351737	157.0351737	0.0	1837.990906															
157_9837807	157.9837807	0.0	871.6987909	157.983671	0.6943755600178722		[M+Cl]-	6	5	1	0	0	1	C6H5NS	Thien-2-ylacetonitrile	C03311	1.0	1
157_9927395	157.9927395	0.0	1320.730385															
158_9770758	158.9770758	0.0	1809.590031	158.97738	-1.9134797668473842		[M-H]-	7	6	0	0	0	0	C7H6Cl2	2,4-Dichlorotoluene	C18300	1.0	1
158_9770758	158.9770758	0.0	1809.590031	158.97738	-1.9134797668473842		[M-H]-	7	6	0	0	0	0	C7H6Cl2	Benzal chloride	C19165	1.0	1
158_9884475	158.9884475	0.0	1078.588327	158.98881599999999	-2.3177730940465753		[M+Cl]-	3	8	0	3	0	1	C3H8O3S	Ethyl methanesulfonate	C19239	1.0	1
159_0760182	159.0760182	0.0	924.5315955															
160_0142757	160.0142757	0.0	3474.483509	160.014498	-1.3892491166027194		[M+Na-2H]-	3	10	1	3	1	0	C3H10NO3P	N-Monomethyl-2-aminoethylphosphonate	C05679	2.0	1
160_0151752	160.0151752	0.0	1644.280256	160.014498	4.232116517243132		[M+Na-2H]-	3	10	1	3	1	0	C3H10NO3P	N-Monomethyl-2-aminoethylphosphonate	C05679	2.0	1
160_0600362	160.0600362	0.0	1257.969071															
160_0609919	160.0609919	0.0	719.6339379	160.061531	-3.36807974176794		[M+Hac-H]-	4	7	1	2	0	0	C4H7NO2	1-Aminocyclopropane-1-carboxylate	C01234	1.0	1
160_0609919	160.0609919	0.0	719.6339379	160.061531	-3.36807974176794		[M+Hac-H]-	4	7	1	2	0	0	C4H7NO2	2-Aminobut-2-enoate	C17234	1.0	1
160_0609919	160.0609919	0.0	719.6339379	160.061531	-3.36807974176794		[M+Hac-H]-	4	7	1	2	0	0	C4H7NO2	2-Iminobutanoate	C20905	1.0	1
160_0609919	160.0609919	0.0	719.6339379	160.061531	-3.36807974176794		[M+Hac-H]-	4	7	1	2	0	0	C4H7NO2	3-Oxobutanamide	C11106	1.0	1
160_0609919	160.0609919	0.0	719.6339379	160.061531	-3.36807974176794		[M+Hac-H]-	4	7	1	2	0	0	C4H7NO2	Diacetylmonoxime	C07509	1.0	1
160_0609919	160.0609919	0.0	719.6339379	160.061531	-3.36807974176794		[M+Hac-H]-	4	7	1	2	0	0	C4H7NO2	Homoserine lactone	C02926	1.0	1
160_0609919	160.0609919	0.0	719.6339379	160.061531	-3.36807974176794		[M+Hac-H]-	4	7	1	2	0	0	C4H7NO2	L-Azetidine 2-carboxylic acid	C08267	1.0	1
160_0609919	160.0609919	0.0	719.6339379	160.061531	-3.36807974176794		[M+Hac-H]-	4	7	1	2	0	0	C4H7NO2	L-Homoserine lactone	C19777	1.0	1
160_0609919	160.0609919	0.0	719.6339379	160.061531	-3.36807974176794		[M+Hac-H]-	4	7	1	2	0	0	C4H7NO2	Methylaminoacrylate	C20255	1.0	1
160_0609919	160.0609919	0.0	719.6339379	160.061531	-3.36807974176794		[M+Hac-H]-	4	7	1	2	0	0	C4H7NO2	N-Methylolacrylamide	C19456	1.0	1
160_0609919	160.0609919	0.0	719.6339379	160.061532	-3.374327318040017		[M-H]-	6	11	1	4	0	0	C6H11NO4	3-Amino-2,3-dideoxy-scyllo-inosose	C17581	1.0	1
160_0609919	160.0609919	0.0	719.6339379	160.061532	-3.374327318040017		[M-H]-	6	11	1	4	0	0	C6H11NO4	4-Methyl-L-glutamate	C06234	1.0	1
160_0609919	160.0609919	0.0	719.6339379	160.061532	-3.374327318040017		[M-H]-	6	11	1	4	0	0	C6H11NO4	Alanopine	C03210	1.0	1
160_0609919	160.0609919	0.0	719.6339379	160.061532	-3.374327318040017		[M-H]-	6	11	1	4	0	0	C6H11NO4	D-Alanyl-(R)-lactate	C19694	1.0	1
160_0609919	160.0609919	0.0	719.6339379	160.061532	-3.374327318040017		[M-H]-	6	11	1	4	0	0	C6H11NO4	L-2-Aminoadipate	C00956	1.0	1
160_0609919	160.0609919	0.0	719.6339379	160.061532	-3.374327318040017		[M-H]-	6	11	1	4	0	0	C6H11NO4	L-Glutamate methylester	C05016	1.0	1
160_0609919	160.0609919	0.0	719.6339379	160.061532	-3.374327318040017		[M-H]-	6	11	1	4	0	0	C6H11NO4	N-Methyl-L-glutamate	C01046	1.0	1
160_0609919	160.0609919	0.0	719.6339379	160.061532	-3.374327318040017		[M-H]-	6	11	1	4	0	0	C6H11NO4	O-Acetyl-L-homoserine	C01077	1.0	1
160_0609919	160.0609919	0.0	719.6339379	160.061532	-3.374327318040017		[M-H]-	6	11	1	4	0	0	C6H11NO4	beta-Alanopine	C02207	1.0	1
161_009125	161.009125	0.0	2205.398057	161.009162	-0.22980058732216188		[M-H]-	5	6	0	6	0	0	C5H6O6	(4R)-4-Hydroxy-2-oxoglutarate	C05946	1.0	1
161_009125	161.009125	0.0	2205.398057	161.009162	-0.22980058732216188		[M-H]-	5	6	0	6	0	0	C5H6O6	(4S)-4-Hydroxy-2-oxoglutarate	C20485	1.0	1
161_009125	161.009125	0.0	2205.398057	161.009162	-0.22980058732216188		[M-H]-	5	6	0	6	0	0	C5H6O6	4-Hydroxy-2-oxoglutarate	C01127	1.0	1
161_0110051	161.0110051	0.0	3121.082546															
161_0118939	161.0118939	0.0	2490.601684	161.012268	-2.32342544243984		[M+K-2H]-	6	8	2	1	0	0	C6H8N2O	1-(1-Oxopropyl)-1H-imidazole	C03007	1.0	1
161_0118939	161.0118939	0.0	2490.601684	161.012268	-2.32342544243984		[M+K-2H]-	6	8	2	1	0	0	C6H8N2O	Methylimidazole acetaldehyde	C05827	1.0	1
161_0118939	161.0118939	0.0	2490.601684	161.012328	-2.696066850277236		[M+Cl]-	5	6	2	2	0	0	C5H6N2O2	Imidazole-4-acetate	C02835	1.0	1
161_0118939	161.0118939	0.0	2490.601684	161.012328	-2.696066850277236		[M+Cl]-	5	6	2	2	0	0	C5H6N2O2	Thymine	C00178	1.0	1
161_9923944	161.9923944	0.0	813.8092057															
162_963925	162.963925	0.0	4417.570416															
162_964806	162.964806	0.0	2157.930962															
163_0973508	163.0973508	0.0	647.3178498															
164_9257622	164.9257622	0.0	1450.904117															
164_9334015	164.9334015	0.0	1388.036363															
164_9619981	164.9619981	0.0	1435.66582															
165_0735013	165.0735013	0.0	1332.905321															
166_050401	166.050401	0.0	852.405442	166.05005	2.1138205016793625		[M+K-2H]-	4	11	5	0	0	0	C4H11N5	Metformin	C07151	1.0	1
166_050401	166.050401	0.0	852.405442	166.050967	-3.4085920139236197		[M-H]-	8	9	1	3	0	0	C8H9NO3	3-Hydroxy-4-methylanthranilate	C03986	1.0	1
166_050401	166.050401	0.0	852.405442	166.050967	-3.4085920139236197		[M-H]-	8	9	1	3	0	0	C8H9NO3	3-Methoxyanthranilate	C05831	1.0	1
166_050401	166.050401	0.0	852.405442	166.050967	-3.4085920139236197		[M+Hac-H]-	6	5	1	1	0	0	C6H5NO	3-Pyridinaldehyde	C07327	1.0	1
166_050401	166.050401	0.0	852.405442	166.050967	-3.4085920139236197		[M+Hac-H]-	6	5	1	1	0	0	C6H5NO	6-Iminocyclohexa-2,4-dienone	C17500	1.0	1
166_050401	166.050401	0.0	852.405442	166.050967	-3.4085920139236197		[M-H]-	8	9	1	3	0	0	C8H9NO3	C20821	C20821	1.0	1
166_050401	166.050401	0.0	852.405442	166.050967	-3.4085920139236197		[M-H]-	8	9	1	3	0	0	C8H9NO3	D-4-Hydroxyphenylglycine	C03493	1.0	1
166_050401	166.050401	0.0	852.405442	166.050967	-3.4085920139236197		[M-H]-	8	9	1	3	0	0	C8H9NO3	Isopyridoxal	C06051	1.0	1
166_050401	166.050401	0.0	852.405442	166.050967	-3.4085920139236197		[M-H]-	8	9	1	3	0	0	C8H9NO3	L-4-Hydroxyphenylglycine	C12323	1.0	1
166_050401	166.050401	0.0	852.405442	166.050967	-3.4085920139236197		[M+Hac-H]-	6	5	1	1	0	0	C6H5NO	Nitrosobenzene	C06876	1.0	1
166_050401	166.050401	0.0	852.405442	166.050967	-3.4085920139236197		[M-H]-	8	9	1	3	0	0	C8H9NO3	Orthoform	C14171	1.0	1
166_050401	166.050401	0.0	852.405442	166.050967	-3.4085920139236197		[M-H]-	8	9	1	3	0	0	C8H9NO3	Pyridoxal	C00250	1.0	1
166_050401	166.050401	0.0	852.405442	166.050967	-3.4085920139236197		[M-H]-	8	9	1	3	0	0	C8H9NO3	p-Aminosalicylic acid methyl ester	C14170	1.0	1
166_060615	166.060615	0.0	1056.106035	166.059795	4.937980322115198		[M+Na-2H]-	5	11	3	2	0	0	C5H11N3O2	4-Guanidinobutanoate	C01035	1.0	1
166_9808823	166.9808823	0.0	6360.059453															
167_0194777	167.0194777	0.0	1002.490116															
167_0422123	167.0422123	0.0	998.3724057	167.04152100000002	4.138492009847698		[M+Cl]-	5	12	2	0	0	1	C5H12N2S	N,N'-Diethylthiourea	C19400	1.0	1
168_0263798	168.0263798	0.0	10971.17807															
168_0272015	168.0272015	0.0	4476.57755	168.027826	-3.7166463131821086		[M+Na-2H]-	5	9	1	4	0	0	C5H9NO4	2-Oxo-4-hydroxy-5-aminovalerate	C05941	1.0	1
168_0272015	168.0272015	0.0	4476.57755	168.027826	-3.7166463131821086		[M+Na-2H]-	5	9	1	4	0	0	C5H9NO4	3-Aminopentanedioate	C05574	1.0	1
168_0272015	168.0272015	0.0	4476.57755	168.027826	-3.7166463131821086		[M+Na-2H]-	5	9	1	4	0	0	C5H9NO4	D-Glutamate	C00217	1.0	1
168_0272015	168.0272015	0.0	4476.57755	168.027826	-3.7166463131821086		[M+Na-2H]-	5	9	1	4	0	0	C5H9NO4	Glutamate	C00302	1.0	1
168_0272015	168.0272015	0.0	4476.57755	168.027826	-3.7166463131821086		[M+Na-2H]-	5	9	1	4	0	0	C5H9NO4	L-4-Hydroxyglutamate semialdehyde	C05938	1.0	1
168_0272015	168.0272015	0.0	4476.57755	168.027826	-3.7166463131821086		[M+Na-2H]-	5	9	1	4	0	0	C5H9NO4	L-Glutamate	C00025	1.0	1
168_0272015	168.0272015	0.0	4476.57755	168.027826	-3.7166463131821086		[M+Na-2H]-	5	9	1	4	0	0	C5H9NO4	L-threo-3-Methylaspartate	C03618	1.0	1
168_0272015	168.0272015	0.0	4476.57755	168.027826	-3.7166463131821086		[M+Na-2H]-	5	9	1	4	0	0	C5H9NO4	N-(Carboxymethyl)-D-alanine	C03790	1.0	1
168_0272015	168.0272015	0.0	4476.57755	168.027826	-3.7166463131821086		[M+Na-2H]-	5	9	1	4	0	0	C5H9NO4	N-Methyl-D-aspartic acid	C12269	1.0	1
168_0272015	168.0272015	0.0	4476.57755	168.027826	-3.7166463131821086		[M+Na-2H]-	5	9	1	4	0	0	C5H9NO4	O-Acetyl-L-serine	C00979	1.0	1
168_0415355	168.0415355	0.0	2178.288979															
