name	mz	rt	intensity	exact_mass	ppm_error	rt_diff	adduct	C	H	N	O	P	S	molecular_formula	compound_name	compound_id	compound_count	compounds_hmdb_full_v4_0_20200909_v1
106_1117516	106.1117516	0.0	5087.113388															
106_533845	106.533845	0.0	2955.907549															
106_5520387	106.5520387	0.0	21018.22358															
107_0080423	107.0080423	0.0	6911.044406															
107_0377404	107.0377404	0.0	4237.127182															
107_0440572	107.0440572	0.0	2627.653792															
107_5416935	107.5416935	0.0	3649.065869															
108_0519043	108.0519043	0.0	3608.59384															
109_0232991	109.0232991	0.0	3241.023899															
109_5790788	109.5790788	0.0	4039.994764															
110_0129261	110.0129261	0.0	5469.484142															
110_0717633	110.0717633	0.0	33611.04935															
110_9758425	110.9758425	0.0	2838.807026	110.976281	-3.9512947816420394		[M+H]+	3	4	0	0	0	0	C3H4Cl2	1,3-Dichloropropene	HMDB0013592	1.0	1
110_9876736	110.9876736	0.0	7977.434101															
111_0125471	111.0125471	0.0	4839.722747															
111_0897684	111.0897684	0.0	4203.247233	111.089269	4.495483717652114		[M+Na]+	4	12	2	0	0	0	C4H12N2	Putrescine	HMDB0001414	1.0	1
111_5142677	111.5142677	0.0	9194.48786															
112_036237	112.036237	0.0	5592.353922															
112_0467637	112.0467637	0.0	3037.166407															
112_0510456	112.0510456	0.0	5491.35534	112.050538	4.530098730911276		[M+H]+	4	5	3	1	0	0	C4H5N3O	Cytosine	HMDB0000630	1.0	1
112_9855797	112.9855797	0.0	4646.982219															
113_0440586	113.0440586	0.0	3585.149631															
113_0844769	113.0844769	0.0	3657.897961															
113_0907944	113.0907944	0.0	14893.37251															
114_5595388	114.5595388	0.0	5637.973747															
114_5626974	114.5626974	0.0	37890.9383															
115_9785414	115.9785414	0.0	4568.550801															
115_9888848	115.9888848	0.0	4385.063493															
116_0278229	116.0278229	0.0	5456.19132															
116_0475288	116.0475288	0.0	4566.870336	116.04707	3.9535681511810545		[M+Na]+	6	7	1	0	0	0	C6H7N	2-Methylpyridine	HMDB0061888	2.0	1
116_0475288	116.0475288	0.0	4566.870336	116.04707	3.9535681511810545		[M+Na]+	6	7	1	0	0	0	C6H7N	3-Methylpyridine	HMDB0061887	2.0	1
116_0475288	116.0475288	0.0	4566.870336	116.04707	3.9535681511810545		[M+Na]+	6	7	1	0	0	0	C6H7N	Aniline	HMDB0003012	2.0	1
116_5363466	116.5363466	0.0	5763.183999															
117_0401156	117.0401156	0.0	7078.489937															
117_9549465	117.9549465	0.0	8493.846743															
118_9209363	118.9209363	0.0	13708.71003															
119_0836776	119.0836776	0.0	5457.064931															
119_9510851	119.9510851	0.0	5061.375308															
120_090895	120.090895	0.0	6086.928453															
120_5194538	120.5194538	0.0	37708.38187															
120_966529	120.966529	0.0	11742.38066	120.966117	3.4059124175837803		[M+Na]+	0	3	0	4	1	0	H3O4P	Phosphate	HMDB0001429	1.0	1
121_0235785	121.0235785	0.0	5368.473823															
121_0692743	121.0692743	0.0	4992.096009															
121_0845334	121.0845334	0.0	7357.984128															
121_535968	121.535968	0.0	6021.129092															
121_9917483	121.9917483	0.0	9011.682788															
121_9938554	121.9938554	0.0	17782.25867															
122_049239	122.049239	0.0	5174.104244															
122_0716912	122.0716912	0.0	22573.77715															
122_9249401	122.9249401	0.0	6938.899109															
123_0121561	123.0121561	0.0	3873.918673															
123_0142548	123.0142548	0.0	5031.406254															
123_5946756	123.5946756	0.0	20790.75213															
124_007347	124.007347	0.0	6952.73558															
124_0589918	124.0589918	0.0	4431.055974															
124_0648204	124.0648204	0.0	5838.133492															
124_0872759	124.0872759	0.0	11241.53714															
124_9378569	124.9378569	0.0	6110.39825															
124_940009	124.940009	0.0	7299.994526	124.94023000000001	-1.7688457913873123		[M+K]+	0	3	0	3	0	0	ClH3O3	Chlorate	HMDB0002036	1.0	1
125_0031821	125.0031821	0.0	8034.956701	125.003157	0.20079492873926796		[M+Na]+	4	6	0	1	0	1	C4H6OS	Dihydro-2(3H)-thiophenone	HMDB0031253	1.0	1
125_0031821	125.0031821	0.0	8034.956701	125.003157	0.20079492873926796		[M+Na]+	4	6	0	1	0	1	C4H6OS	Dihydro-3(2H)-thiophenone	HMDB0031242	1.0	1
125_0430181	125.0430181	0.0	4397.842866															
125_0544564	125.0544564	0.0	4086.215898															
125_5415334	125.5415334	0.0	6169.706384															
126_0259151	126.0259151	0.0	5087.958535															
126_9836345	126.9836345	0.0	5522.03405															
127_5090542	127.5090542	0.0	4862.936708															
128_0233845	128.0233845	0.0	6408.71052															
128_9711401	128.9711401	0.0	3809.502383	128.97137800000002	-1.844595317899918		[M+Na]+	3	3	0	2	0	0	C3H3ClO2	cis-3-Chloroacrylic acid	HMDB0060457	1.0	1
128_9711401	128.9711401	0.0	3809.502383	128.97137800000002	-1.844595317899918		[M+Na]+	3	3	0	2	0	0	C3H3ClO2	trans-3-Chloroacrylic acid	HMDB0060515	1.0	1
129_0204561	129.0204561	0.0	12957.62306															
129_04007	129.04007	0.0	116888.2643															
129_5246262	129.5246262	0.0	22983.36363															
129_5363704	129.5363704	0.0	7052.808702															
129_576344	129.576344	0.0	8003.805265															
130_0043632	130.0043632	0.0	5023.74997															
130_0407571	130.0407571	0.0	14894.94556	130.041116	-2.759896339098028		[M+H]+	4	4	3	1	0	0	C4H4FN3O	Flucytosine	HMDB0015231	2.0	1
130_0465813	130.0465813	0.0	4723.242672															
130_526013	130.526013	0.0	8392.102083															
130_6023702	130.6023702	0.0	10350.68635															
130_8887058	130.8887058	0.0	12276.41324															
131_0375136	131.0375136	0.0	16244.62401															
131_0535392	131.0535392	0.0	6419.771561															
131_1011454	131.1011454	0.0	9663.174324															
131_1294198	131.1294198	0.0	5165.574896	131.129122	2.271043956188927		[M+H]+	5	14	4	0	0	0	C5H14N4	Agmatine	HMDB0001432	1.0	1
131_9971155	131.9971155	0.0	4515.925826															
132_0200253	132.0200253	0.0	6488.586527															
132_0213201	132.0213201	0.0	8920.553199	132.021007	2.3715922724299627		[M+K]+	6	7	1	0	0	0	C6H7N	2-Methylpyridine	HMDB0061888	2.0	1
132_0213201	132.0213201	0.0	8920.553199	132.021007	2.3715922724299627		[M+K]+	6	7	1	0	0	0	C6H7N	3-Methylpyridine	HMDB0061887	2.0	1
132_0213201	132.0213201	0.0	8920.553199	132.021007	2.3715922724299627		[M+K]+	6	7	1	0	0	0	C6H7N	Aniline	HMDB0003012	2.0	1
132_0273403	132.0273403	0.0	5890.244853															
133_0061113	133.0061113	0.0	8249.08114															
133_0168014	133.0168014	0.0	7526.037305	133.016256	4.100250724189108		[M+K]+	5	6	2	0	0	0	C5H6N2	Methylpyrazine	HMDB0033112	1.0	1
133_0174965	133.0174965	0.0	16921.4775															
133_0320948	133.0320948	0.0	16223.55001	133.03177699999998	2.388902916280149		[M+H]+	5	8	0	2	0	1	C5H8O2S	3-Methyl sulfolene	HMDB0059667	1.0	1
133_9683206	133.9683206	0.0	10293.37991															
134_0273508	134.0273508	0.0	20042.17094	134.02702599999998	2.423391831551624		[M+H]+	4	7	1	2	0	1	C4H7NO2S	Thioproline	HMDB0062164	1.0	1
134_0508641	134.0508641	0.0	7026.708456															
134_0691863	134.0691863	0.0	7229.926804	134.068868	2.3741529614731016		[M+Na]+	5	9	3	0	0	0	C5H9N3	Betazole	HMDB0014417	1.0	1
134_0691863	134.0691863	0.0	7229.926804	134.068868	2.3741529614731016		[M+Na]+	5	9	3	0	0	0	C5H9N3	Histamine	HMDB0000870	1.0	1
134_9887233	134.9887233	0.0	10521.22966															
134_9948124	134.9948124	0.0	25450.48286															
136_0871683	136.0871683	0.0	6162.031057															
136_5142101	136.5142101	0.0	5636.585864															
136_5897395	136.5897395	0.0	4643.191514															
136_921853	136.921853	0.0	14272.06784															
136_975366	136.975366	0.0	6648.399996															
137_0297468	137.0297468	0.0	5148.816623															
137_0460376	137.0460376	0.0	12410.01013	137.045787	1.8285859456249527		[M+H]+	5	4	4	1	0	0	C5H4N4O	Allopurinol	HMDB0014581	1.0	1
137_0460376	137.0460376	0.0	12410.01013	137.045787	1.8285859456249527		[M+H]+	5	4	4	1	0	0	C5H4N4O	Hypoxanthine	HMDB0000157	1.0	1
137_065379	137.065379	0.0	6162.159914															
137_0792849	137.0792849	0.0	4369.84877															
137_5337906	137.5337906	0.0	4607.741329															
138_5416234	138.5416234	0.0	10484.6898															
138_9643966	138.9643966	0.0	16709.03184	138.964663	-1.9170341169050296		[M+Na]+	4	4	0	0	0	2	C4H4S2	2-Thiophenethiol	HMDB0029720	1.0	1
138_9916899	138.9916899	0.0	4667.260587															
139_0242756	139.0242756	0.0	5299.178891															
139_0585758	139.0585758	0.0	29953.99533															
139_0606461	139.0606461	0.0	5176.648682															
139_1232346	139.1232346	0.0	4338.954866															
139_531258	139.531258	0.0	6507.873202															
140_0821023	140.0821023	0.0	7526.103538	140.08183799999998	1.886754227383827		[M+H]+	6	9	3	1	0	0	C6H9N3O	Histidinal	HMDB0012234	1.0	1
140_9242734	140.9242734	0.0	4397.127527															
141_0325963	141.0325963	0.0	6556.595969															
142_0179163	142.0179163	0.0	4427.995718	142.01848099999998	-3.976243063633292		[M+H]+	4	9	1	0	0	0	C4H9Cl2N	Nornitrogen mustard	HMDB0060688	1.0	1
142_0396819	142.0396819	0.0	15788.3593															
142_0648481	142.0648481	0.0	3958.83244															
143_0360849	143.0360849	0.0	8341.756122															
143_0383883	143.0383883	0.0	3835.488536															
143_0556768	143.0556768	0.0	11068.48737															
143_5795009	143.5795009	0.0	5954.879976															
144_0327853	144.0327853	0.0	35589.25594															
144_0481373	144.0481373	0.0	5791.14149	144.04776099999998	2.612328004373776		[M+H]+	6	9	1	1	0	1	C6H9NOS	(-)-5-(2-Propenyl)-2-oxazolidinethione	HMDB0038439	2.0	1
144_0481373	144.0481373	0.0	5791.14149	144.04776099999998	2.612328004373776		[M+H]+	6	9	1	1	0	1	C6H9NOS	2-Propionyl-2-thiazoline	HMDB0032493	2.0	1
144_0481373	144.0481373	0.0	5791.14149	144.04776099999998	2.612328004373776		[M+H]+	6	9	1	1	0	1	C6H9NOS	5-(2-Hydroxyethyl)-4-methylthiazole	HMDB0032985	2.0	1
144_0481373	144.0481373	0.0	5791.14149	144.04776099999998	2.612328004373776		[M+H]+	6	9	1	1	0	1	C6H9NOS	5-Acetyl-2,3-dihydro-1,4-thiazine	HMDB0034882	2.0	1
144_0481373	144.0481373	0.0	5791.14149	144.04776099999998	2.612328004373776		[M+H]+	6	9	1	1	0	1	C6H9NOS	Raphanusamide	HMDB0041084	2.0	1
144_6055235	144.6055235	0.0	5436.525656															
145_037605	145.037605	0.0	6303.764781	145.037234	2.557963839831856		[M+Na]+	6	6	2	1	0	0	C6H6N2O	2-Acetylpyrazine	HMDB0031861	1.0	1
145_037605	145.037605	0.0	6303.764781	145.037234	2.557963839831856		[M+Na]+	6	6	2	1	0	0	C6H6N2O	Niacinamide	HMDB0001406	1.0	1
146_035763	146.035763	0.0	6813.589834															
146_0604204	146.0604204	0.0	4942.609963	146.06004	2.60440843376193		[M+H]+	9	7	1	1	0	0	C9H7NO	Indole-3-carboxaldehyde	HMDB0029737	1.0	1
146_0716624	146.0716624	0.0	7307.305075															
146_5392118	146.5392118	0.0	4938.153262															
146_9821715	146.9821715	0.0	8189.55181															
147_0254428	147.0254428	0.0	8349.922196															
147_0325212	147.0325212	0.0	8264.70642	147.031906	4.184125859040382		[M+K]+	6	8	2	0	0	0	C6H8N2	2,3-Dimethylpyrazine	HMDB0032971	1.0	1
147_0325212	147.0325212	0.0	8264.70642	147.031906	4.184125859040382		[M+K]+	6	8	2	0	0	0	C6H8N2	2,5-Dimethylpyrazine	HMDB0035289	1.0	1
147_0325212	147.0325212	0.0	8264.70642	147.031906	4.184125859040382		[M+K]+	6	8	2	0	0	0	C6H8N2	2,6-Dimethylpyrazine	HMDB0035248	1.0	1
147_0325212	147.0325212	0.0	8264.70642	147.031906	4.184125859040382		[M+K]+	6	8	2	0	0	0	C6H8N2	2-Ethylpyrazine	HMDB0031849	1.0	1
147_0332408	147.0332408	0.0	5562.842288															
147_1689255	147.1689255	0.0	14099.1415															
148_0150336	148.0150336	0.0	5171.107528															
148_0186093	148.0186093	0.0	4239.83427	148.019141	-3.5921029968822635		[M+Na]+	6	7	1	0	0	1	C6H7NS	2-Pyridinemethanethiol	HMDB0041346	1.0	1
148_0186093	148.0186093	0.0	4239.83427	148.019141	-3.5921029968822635		[M+Na]+	6	7	1	0	0	1	C6H7NS	4-Methyl-5-vinylthiazole	HMDB0031858	1.0	1
148_0430919	148.0430919	0.0	42917.88502	148.042676	2.8093250625059025		[M+H]+	5	9	1	2	0	1	C5H9NO2S	Thiomorpholine 3-carboxylate	HMDB0059611	1.0	1
148_0514309	148.0514309	0.0	14248.65926															
148_0801775	148.0801775	0.0	14690.66116															
148_110242	148.110242	0.0	4708.702521															
148_116562	148.116562	0.0	41091.868															
148_5325633	148.5325633	0.0	30361.69437															
148_9854761	148.9854761	0.0	4952.761894															
149_0106285	149.0106285	0.0	13267.29454	149.011171	-3.6406666450165757		[M+K]+	5	6	2	1	0	0	C5H6N2O	3-Hydroxy-4-aminopyridine	HMDB0060741	1.0	1
149_0106285	149.0106285	0.0	13267.29454	149.011171	-3.6406666450165757		[M+K]+	5	6	2	1	0	0	C5H6N2O	Imidazole-4-acetaldehyde	HMDB0003905	1.0	1
149_0106285	149.0106285	0.0	13267.29454	149.011171	-3.6406666450165757		[M+K]+	5	6	2	1	0	0	C5H6N2O	Methoxypyrazine	HMDB0033156	1.0	1
149_0642876	149.0642876	0.0	17965.34322															
149_549166	149.549166	0.0	8114.921564															
150_0588336	150.0588336	0.0	112059.8073	150.058326	3.382684677024503		[M+H]+	5	11	1	2	0	1	C5H11NO2S	L-Methionine	HMDB0000696	2.0	1
150_0588336	150.0588336	0.0	112059.8073	150.058326	3.382684677024503		[M+H]+	5	11	1	2	0	1	C5H11NO2S	Penicillamine	HMDB0014997	2.0	1
150_0588336	150.0588336	0.0	112059.8073	150.058326	3.382684677024503		[M+H]+	5	11	1	2	0	1	C5H11NO2S	Racemethionine	HMDB0033951	2.0	1
150_9472743	150.9472743	0.0	33068.30565															
150_9820013	150.9820013	0.0	4145.901717															
151_0212995	151.0212995	0.0	5381.827277	151.021212	0.5793888080202761		[M+H]+	8	6	0	1	0	1	C8H6OS	2-(2-Thienyl)furan	HMDB0029715	1.0	1
151_0357447	151.0357447	0.0	19550.11635															
151_045681	151.045681	0.0	7791.167297															
151_0621826	151.0621826	0.0	6271.545473	151.06278	-3.9546472003477295		[M+H]+	8	8	1	2	0	0	C8H8NO2	Aminochrome o-semiquinone	HMDB0060279	1.0	1
151_0621826	151.0621826	0.0	6271.545473	151.06143699999998	4.935740151976121		[M+H]+	6	6	4	1	0	0	C6H6N4O	1-Methylhypoxanthine	HMDB0013141	1.0	1
151_0621826	151.0621826	0.0	6271.545473	151.06143699999998	4.935740151976121		[M+H]+	6	6	4	1	0	0	C6H6N4O	7-Methylhypoxanthine	HMDB0003162	1.0	1
152_0024144	152.0024144	0.0	3765.159989															
152_0546327	152.0546327	0.0	5452.150389															
152_0823601	152.0823601	0.0	50281.23734	152.08183799999998	3.433020056030361		[M+H]+	7	9	3	1	0	0	C7H9N3O	chondroitin sulfate E (GalNAc4,6diS-GlcA), precursor 5a	HMDB0062464	1.0	1
152_5849333	152.5849333	0.0	7678.367243															
152_9803076	152.9803076	0.0	22249.57196	152.98031400000002	-0.04183544830446357		[M+Na]+	5	6	0	0	0	2	C5H6S2	2-Methyl-3-thiophenethiol	HMDB0039787	1.0	1
152_9803076	152.9803076	0.0	22249.57196	152.98031400000002	-0.04183544830446357		[M+Na]+	5	6	0	0	0	2	C5H6S2	2-Thiophenemethanethiol	HMDB0031853	1.0	1
152_9803076	152.9803076	0.0	22249.57196	152.98031400000002	-0.04183544830446357		[M+Na]+	5	6	0	0	0	2	C5H6S2	3-(Methylthio)thiophene	HMDB0032939	1.0	1
152_9803076	152.9803076	0.0	22249.57196	152.98031400000002	-0.04183544830446357		[M+Na]+	5	6	0	0	0	2	C5H6S2	5-Methyl-3-thiophenethiol	HMDB0039788	1.0	1
153_0076088	153.0076088	0.0	4466.256138	153.00707699999998	3.4756562275413243		[M+Na]+	4	3	2	2	0	0	C4H3FN2O2	Fluorouracil	HMDB0014684	1.0	1
153_0357007	153.0357007	0.0	4632.524553															
153_0401833	153.0401833	0.0	5993.119571	153.04070099999998	-3.3827602500916614		[M+H]+	5	4	4	2	0	0	C5H4N4O2	6,8-Dihydroxypurine	HMDB0001182	1.0	1
153_0401833	153.0401833	0.0	5993.119571	153.04070099999998	-3.3827602500916614		[M+H]+	5	4	4	2	0	0	C5H4N4O2	Oxypurinol	HMDB0000786	1.0	1
153_0401833	153.0401833	0.0	5993.119571	153.04070099999998	-3.3827602500916614		[M+H]+	5	4	4	2	0	0	C5H4N4O2	Xanthine	HMDB0000292	1.0	1
153_0858072	153.0858072	0.0	5570.266746															
153_4905047	153.4905047	0.0	7590.72804															
154_0180842	154.0180842	0.0	5075.591939															
154_0980277	154.0980277	0.0	8151.054026	154.097488	3.502328344185999		[M+H]+	7	11	3	1	0	0	C7H11N3O	N-Acetylhistamine	HMDB0013253	1.0	1
154_9327155	154.9327155	0.0	4703.631137															
154_9422283	154.9422283	0.0	80986.43376															
155_011043	155.011043	0.0	5231.510962	155.010502	3.490086110413012		[M+K]+	5	8	0	3	0	0	C5H8O3	(2E)-4-hydroxy-3-methylbut-2-enoic acid	HMDB0128943	1.0	1
155_011043	155.011043	0.0	5231.510962	155.010502	3.490086110413012		[M+K]+	5	8	0	3	0	0	C5H8O3	(2Z)-2-(hydroxymethyl)but-2-enoic acid	HMDB0129096	1.0	1
155_011043	155.011043	0.0	5231.510962	155.010502	3.490086110413012		[M+K]+	5	8	0	3	0	0	C5H8O3	2,3-dimethyloxirane-2-carboxylic acid	HMDB0129098	1.0	1
155_011043	155.011043	0.0	5231.510962	155.010502	3.490086110413012		[M+K]+	5	8	0	3	0	0	C5H8O3	2-(hydroxymethyl)but-2-enoic acid	HMDB0132477	1.0	1
155_011043	155.011043	0.0	5231.510962	155.010502	3.490086110413012		[M+K]+	5	8	0	3	0	0	C5H8O3	2-Methylacetoacetic acid	HMDB0003771	1.0	1
155_011043	155.011043	0.0	5231.510962	155.010502	3.490086110413012		[M+K]+	5	8	0	3	0	0	C5H8O3	2-Oxovaleric acid	HMDB0001865	1.0	1
155_011043	155.011043	0.0	5231.510962	155.010502	3.490086110413012		[M+K]+	5	8	0	3	0	0	C5H8O3	4-hydroxy-2-methylbut-2-enoic acid	HMDB0129097	1.0	1
155_011043	155.011043	0.0	5231.510962	155.010502	3.490086110413012		[M+K]+	5	8	0	3	0	0	C5H8O3	4-hydroxy-3-methylbut-2-enoic acid	HMDB0128916	1.0	1
155_011043	155.011043	0.0	5231.510962	155.010502	3.490086110413012		[M+K]+	5	8	0	3	0	0	C5H8O3	Acetoxyacetone	HMDB0034466	1.0	1
155_011043	155.011043	0.0	5231.510962	155.010502	3.490086110413012		[M+K]+	5	8	0	3	0	0	C5H8O3	Ethyl pyruvate	HMDB0031643	1.0	1
155_011043	155.011043	0.0	5231.510962	155.010502	3.490086110413012		[M+K]+	5	8	0	3	0	0	C5H8O3	Glutarate semialdehyde	HMDB0012233	1.0	1
155_011043	155.011043	0.0	5231.510962	155.010502	3.490086110413012		[M+K]+	5	8	0	3	0	0	C5H8O3	Levulinic acid	HMDB0000720	1.0	1
155_011043	155.011043	0.0	5231.510962	155.010502	3.490086110413012		[M+K]+	5	8	0	3	0	0	C5H8O3	Methylacetoacetic acid	HMDB0000310	1.0	1
155_011043	155.011043	0.0	5231.510962	155.010502	3.490086110413012		[M+K]+	5	8	0	3	0	0	C5H8O3	alpha-Ketoisovaleric acid	HMDB0000019	1.0	1
155_011043	155.011043	0.0	5231.510962	155.010502	3.490086110413012		[M+K]+	5	8	0	3	0	0	C5H8O3	dimethyloxirane-2-carboxylic acid	HMDB0128917	1.0	1
155_011043	155.011043	0.0	5231.510962	155.01035000000002	4.47066921650114		[M+Na]+	8	4	0	2	0	0	C8H4O2	2,4,6-Octatriynoic acid	HMDB0030967	1.0	1
155_0558511	155.0558511	0.0	11824.53975															
156_0255794	156.0255794	0.0	12925.45663															
156_0337256	156.0337256	0.0	13425.7742	156.034131	-2.5981495036193674		[M+H]+	5	11	1	0	0	0	C5H11Cl2N	Mechlorethamine	HMDB0015025	1.0	1
156_5931975	156.5931975	0.0	4116.461665															
156_9643708	156.9643708	0.0	14613.52676															
156_9753322	156.9753322	0.0	20795.49602															
157_046206	157.046206	0.0	5963.557759															
157_061433	157.061433	0.0	7681.2577	157.060768	4.234029977479273		[M+H]+	6	8	2	3	0	0	C6H8N2O3	4-Imidazolone-5-propionic acid	HMDB0001014	1.0	1
157_061433	157.061433	0.0	7681.2577	157.060768	4.234029977479273		[M+H]+	6	8	2	3	0	0	C6H8N2O3	5-(2-carboxylatoethyl)-4-oxo-4,5-dihydro-1H-imidazol-5-ide	HMDB0062719	1.0	1
157_061433	157.061433	0.0	7681.2577	157.060768	4.234029977479273		[M+H]+	6	8	2	3	0	0	C6H8N2O3	5-Hydroxymethyl-4-methyluracil	HMDB0000544	1.0	1
157_061433	157.061433	0.0	7681.2577	157.060768	4.234029977479273		[M+H]+	6	8	2	3	0	0	C6H8N2O3	Imidazolelactic acid	HMDB0002320	1.0	1
157_0744337	157.0744337	0.0	19862.93981															
157_08076	157.08076	0.0	121583.7908															
157_5380676	157.5380676	0.0	42203.99115															
158_0304838	158.0304838	0.0	7912.094074															
158_0408922	158.0408922	0.0	7397.884753															
158_1055083	158.1055083	0.0	6210.11391															
158_1123815	158.1123815	0.0	23696.99558															
158_9226476	158.9226476	0.0	10125.69589															
158_9791074	158.9791074	0.0	5167.44838															
159_0083421	159.0083421	0.0	7521.678469															
159_0447503	159.0447503	0.0	13619.54193															
159_0691464	159.0691464	0.0	4899.689067															
159_0900758	159.0900758	0.0	5371.786403															
159_0964049	159.0964049	0.0	30022.42086															
159_1498272	159.1498272	0.0	6676.263863															
160_0267414	160.0267414	0.0	4986.175383															
160_0832998	160.0832998	0.0	3758.317472															
161_0408671	161.0408671	0.0	13607.47558															
161_9275572	161.9275572	0.0	6438.114764															
